area_type,availability,location,total_sqft,bath,balcony,rooms,price
Super built-up  Area,0.0,Vijayanagar,606.0,1.0,0.0,1,34.78
Super built-up  Area,1.0,Vijayanagar,1352.0,2.0,2.0,2,68.0
Super built-up  Area,1.0,Vijayanagar,1527.0,3.0,2.0,3,115.0
Built-up  Area,1.0,Vijayanagar,989.0,2.0,0.0,2,60.0
Super built-up  Area,0.0,Vijayanagar,1520.0,2.0,1.0,3,103.0
Super built-up  Area,0.0,Vijayanagar,1749.0,3.0,1.0,3,117.0
Super built-up  Area,0.0,Vijayanagar,1046.0,2.0,1.0,2,75.0
Super built-up  Area,0.0,Vijayanagar,606.0,1.0,1.0,1,40.0
Super built-up  Area,1.0,Vijayanagar,1200.0,2.0,2.0,2,62.0
Super built-up  Area,1.0,Vijayanagar,1760.0,3.0,1.0,3,140.0
Super built-up  Area,0.0,Vijayanagar,2047.0,3.0,2.0,3,136.0
Super built-up  Area,1.0,Vijayanagar,1200.0,2.0,1.0,3,75.0
Super built-up  Area,1.0,Vijayanagar,1178.0,2.0,3.0,2,82.0
Built-up  Area,1.0,Vijayanagar,864.0,2.0,0.0,2,45.0
Super built-up  Area,1.0,Vijayanagar,920.0,2.0,2.0,2,60.0
Super built-up  Area,1.0,Vijayanagar,1019.0,2.0,1.0,2,58.0
Plot  Area,1.0,Vijayanagar,2400.0,6.0,3.0,5,125.0
Super built-up  Area,0.0,Vijayanagar,1180.0,2.0,1.0,2,86.0
Super built-up  Area,0.0,Vijayanagar,1046.0,2.0,0.0,2,49.06
Built-up  Area,1.0,Vijayanagar,2400.0,2.0,0.0,1,230.0
Super built-up  Area,0.0,Vijayanagar,492.0,1.0,1.0,1,40.0
Plot  Area,1.0,Vishveshwarya Layout,750.0,1.0,1.0,1,30.0
Built-up  Area,1.0,Vishveshwarya Layout,2000.0,4.0,1.0,4,75.0
Super built-up  Area,1.0,Vishveshwarya Layout,2100.0,6.0,0.0,6,92.0
Plot  Area,1.0,Vishveshwarya Layout,2000.0,3.0,0.0,4,90.0
Super built-up  Area,1.0,Vishwapriya Layout,820.0,2.0,1.0,2,30.0
Super built-up  Area,1.0,Vishwapriya Layout,770.0,2.0,2.0,2,30.0
Super built-up  Area,1.0,Vishwapriya Layout,910.0,2.0,3.0,2,36.0
Super built-up  Area,1.0,Vishwapriya Layout,890.0,2.0,3.0,2,37.0
Super built-up  Area,1.0,Vittasandra,1404.0,2.0,1.0,2,71.0
Super built-up  Area,1.0,Vittasandra,1246.0,2.0,1.0,2,67.0
Super built-up  Area,1.0,Vittasandra,1404.0,2.0,1.0,2,69.3
Super built-up  Area,1.0,Vittasandra,1246.0,2.0,1.0,2,67.3
Super built-up  Area,1.0,Vittasandra,1246.0,2.0,1.0,2,64.5
Super built-up  Area,1.0,Vittasandra,1246.0,2.0,1.0,2,68.0
Super built-up  Area,1.0,Vittasandra,1238.0,2.0,1.0,2,67.0
Super built-up  Area,1.0,Vittasandra,1404.0,2.0,1.0,2,75.0
Super built-up  Area,1.0,Vittasandra,1246.0,2.0,1.0,2,65.0
Super built-up  Area,1.0,Vittasandra,1246.0,2.0,1.0,2,67.4
Super built-up  Area,1.0,Vittasandra,1259.0,2.0,1.0,2,67.4
Super built-up  Area,1.0,Vittasandra,1404.0,2.0,1.0,2,68.8
Super built-up  Area,1.0,Vittasandra,1246.0,2.0,1.0,2,62.3
Super built-up  Area,1.0,Vittasandra,1246.0,2.0,1.0,2,63.0
Super built-up  Area,1.0,Vittasandra,1246.0,2.0,1.0,2,65.4
Super built-up  Area,1.0,Vittasandra,1238.0,2.0,1.0,2,67.32
Super built-up  Area,1.0,Vittasandra,1246.0,2.0,1.0,2,67.3
Super built-up  Area,1.0,Vittasandra,1404.0,2.0,2.0,2,70.0
Super built-up  Area,1.0,Vittasandra,1259.0,2.0,1.0,2,67.48
Super built-up  Area,1.0,Vittasandra,1404.0,2.0,1.0,2,72.0
Super built-up  Area,1.0,Vittasandra,1246.0,2.0,1.0,2,67.5
Super built-up  Area,1.0,Vittasandra,1404.0,2.0,1.0,2,70.0
Super built-up  Area,1.0,Vittasandra,1404.0,2.0,1.0,2,67.5
Super built-up  Area,1.0,Vittasandra,1246.0,2.0,1.0,2,65.0
Super built-up  Area,1.0,Vittasandra,1246.0,2.0,1.0,2,67.4
Built-up  Area,0.0,Whitefield,1610.0,3.0,2.0,3,81.0
Super built-up  Area,0.0,Whitefield,1459.0,2.0,1.0,2,94.82
Super built-up  Area,1.0,Whitefield,1280.0,2.0,2.0,2,75.0
Super built-up  Area,1.0,Whitefield,1910.0,3.0,2.0,3,161.0
Super built-up  Area,1.0,Whitefield,3252.0,4.0,1.0,4,230.0
Plot  Area,1.0,Whitefield,11890.0,4.0,3.0,4,700.0
Super built-up  Area,1.0,Whitefield,1150.0,2.0,1.0,2,70.0
Built-up  Area,0.0,Whitefield,1768.0,3.0,2.0,3,101.0
Built-up  Area,1.0,Whitefield,4144.0,4.0,3.0,4,315.0
Super built-up  Area,1.0,Whitefield,4104.0,4.0,2.0,4,360.0
Super built-up  Area,1.0,Whitefield,1790.0,3.0,1.0,3,100.0
Super built-up  Area,1.0,Whitefield,1720.0,3.0,3.0,3,100.0
Super built-up  Area,0.0,Whitefield,1640.0,4.0,2.0,3,91.0
Super built-up  Area,0.0,Whitefield,2280.0,4.0,2.0,3,126.0
Built-up  Area,0.0,Whitefield,1897.0,3.0,2.0,3,130.0
Super built-up  Area,1.0,Whitefield,2225.0,2.0,1.0,3,125.0
Super built-up  Area,1.0,Whitefield,2268.0,3.0,2.0,4,163.0
Plot  Area,1.0,Whitefield,2400.0,4.0,3.0,4,200.0
Super built-up  Area,1.0,Whitefield,1360.0,2.0,1.0,2,95.0
Super built-up  Area,0.0,Whitefield,1697.0,3.0,2.0,3,94.79
Plot  Area,1.0,Whitefield,5000.0,4.0,3.0,4,400.0
Plot  Area,1.0,Whitefield,3000.0,5.0,3.0,4,250.0
Built-up  Area,1.0,Whitefield,1700.0,3.0,2.0,3,115.0
Built-up  Area,0.0,Whitefield,2842.0,3.0,2.0,3,162.0
Plot  Area,0.0,Whitefield,1500.0,3.0,1.0,3,130.0
Super built-up  Area,0.0,Whitefield,1280.0,2.0,1.0,2,75.0
Super built-up  Area,1.0,Whitefield,1405.0,2.0,1.0,3,78.0
Super built-up  Area,1.0,Whitefield,2225.0,3.0,3.0,3,115.0
Super built-up  Area,0.0,Whitefield,1272.0,2.0,1.0,2,95.05
Built-up  Area,0.0,Whitefield,1192.0,2.0,1.0,2,71.0
Super built-up  Area,1.0,Whitefield,1626.0,3.0,3.0,3,89.0
Super built-up  Area,1.0,Whitefield,1585.0,3.0,2.0,3,88.0
Built-up  Area,1.0,Whitefield,1280.0,2.0,0.0,2,85.0
Plot  Area,0.0,Whitefield,1200.0,3.0,2.0,3,68.5
Plot  Area,1.0,Whitefield,4000.0,4.0,2.0,4,330.0
Super built-up  Area,1.0,Whitefield,1697.0,3.0,2.0,3,108.0
Super built-up  Area,1.0,Whitefield,3606.0,4.0,2.0,4,312.0
Super built-up  Area,0.0,Whitefield,1485.0,2.0,1.0,2,90.0
Super built-up  Area,0.0,Whitefield,950.0,1.0,1.0,1,50.0
Super built-up  Area,1.0,Whitefield,3584.0,4.0,1.0,4,199.0
Super built-up  Area,1.0,Whitefield,825.0,1.0,1.0,1,45.0
Super built-up  Area,1.0,Whitefield,3251.97,4.0,1.0,4,270.0
Super built-up  Area,1.0,Whitefield,1635.0,2.0,2.0,3,85.0
Super built-up  Area,0.0,Whitefield,1216.0,2.0,1.0,2,79.0
Super built-up  Area,1.0,Whitefield,920.0,2.0,1.0,2,63.0
Super built-up  Area,1.0,Whitefield,1170.0,2.0,1.0,2,71.0
Super built-up  Area,0.0,Whitefield,1118.0,2.0,1.0,2,75.0
Super built-up  Area,1.0,Whitefield,1800.0,3.0,1.0,3,110.0
Super built-up  Area,0.0,Whitefield,1562.0,3.0,2.0,3,103.0
Super built-up  Area,0.0,Whitefield,2321.0,4.0,1.0,3,128.0
Super built-up  Area,1.0,Whitefield,1320.0,2.0,1.0,2,95.0
Plot  Area,1.0,Whitefield,3010.0,3.0,2.0,3,200.0
Super built-up  Area,0.0,Whitefield,1346.0,2.0,1.0,2,96.17
Super built-up  Area,1.0,Whitefield,2500.0,4.0,3.0,4,155.0
Built-up  Area,0.0,Whitefield,905.0,1.0,1.0,1,55.0
Super built-up  Area,1.0,Whitefield,2268.0,3.0,0.0,4,146.0
Plot  Area,0.0,Whitefield,4500.0,4.0,2.0,4,378.0
Super built-up  Area,0.0,Whitefield,630.5,1.0,0.0,1,32.79
Super built-up  Area,1.0,Whitefield,3537.0,5.0,3.0,4,210.0
Super built-up  Area,0.0,Whitefield,1697.0,3.0,2.0,3,115.0
Built-up  Area,1.0,Whitefield,3250.0,5.0,0.0,5,290.0
Super built-up  Area,0.0,Whitefield,1269.0,2.0,1.0,2,75.0
Plot  Area,1.0,Whitefield,3227.0,5.0,0.0,5,250.0
Super built-up  Area,1.0,Whitefield,1545.0,3.0,2.0,3,79.0
Super built-up  Area,1.0,Whitefield,3262.0,4.0,2.0,4,260.0
Super built-up  Area,0.0,Whitefield,1132.0,2.0,1.0,2,79.28
Super built-up  Area,0.0,Whitefield,2830.0,5.0,2.0,4,160.0
Super built-up  Area,1.0,Whitefield,1195.0,2.0,1.0,2,70.0
Super built-up  Area,0.0,Whitefield,3480.0,4.0,1.0,3,284.0
Plot  Area,1.0,Whitefield,3004.0,4.0,2.0,4,285.0
Super built-up  Area,0.0,Whitefield,709.0,1.0,0.0,1,34.385
Super built-up  Area,1.0,Whitefield,1320.0,2.0,3.0,2,79.5
Super built-up  Area,0.0,Whitefield,750.0,2.0,1.0,2,52.7
Plot  Area,0.0,Whitefield,1200.0,3.0,1.0,3,61.96
Plot  Area,1.0,Whitefield,3445.0,5.0,3.0,4,270.0
Super built-up  Area,1.0,Whitefield,1700.0,3.0,1.0,3,140.0
Built-up  Area,0.0,Whitefield,4827.0,4.0,3.0,4,400.0
Super built-up  Area,1.0,Whitefield,1405.0,2.0,2.0,2,84.5
Super built-up  Area,1.0,Whitefield,3252.0,4.0,3.0,4,280.0
Super built-up  Area,1.0,Whitefield,1150.0,2.0,2.0,2,90.0
Built-up  Area,0.0,Whitefield,2400.0,4.0,3.0,4,147.0
Built-up  Area,0.0,Whitefield,624.0,1.0,1.0,1,35.0
Super built-up  Area,1.0,Whitefield,1700.0,3.0,2.0,3,95.0
Plot  Area,1.0,Whitefield,4960.0,4.0,3.0,4,400.0
Built-up  Area,0.0,Whitefield,2928.0,4.0,3.0,4,198.0
Super built-up  Area,1.0,Whitefield,1216.0,2.0,1.0,2,84.0
Super built-up  Area,0.0,Whitefield,2882.0,5.0,1.0,4,204.0
Super built-up  Area,1.0,Whitefield,1840.0,3.0,2.0,3,140.0
Super built-up  Area,0.0,Whitefield,1778.0,3.0,2.0,3,122.0
Super built-up  Area,1.0,Whitefield,650.0,1.0,1.0,1,25.0
Super built-up  Area,1.0,Whitefield,2155.0,3.0,3.0,4,125.0
Built-up  Area,0.0,Whitefield,905.0,1.0,1.0,1,52.0
Super built-up  Area,0.0,Whitefield,1216.0,2.0,1.0,2,75.0
Super built-up  Area,1.0,Whitefield,1255.0,2.0,3.0,2,77.0
Super built-up  Area,0.0,Whitefield,1216.0,2.0,1.0,2,73.0
Super built-up  Area,0.0,Whitefield,709.0,1.0,0.0,1,34.735
Super built-up  Area,1.0,Whitefield,1745.0,3.0,3.0,3,100.0
Built-up  Area,0.0,Whitefield,3200.0,4.0,3.0,4,224.0
Super built-up  Area,1.0,Whitefield,825.0,1.0,1.0,1,44.9
Super built-up  Area,0.0,Whitefield,1870.0,3.0,2.0,3,138.0
Super built-up  Area,1.0,Whitefield,1862.0,3.0,2.0,3,125.0
Super built-up  Area,0.0,Whitefield,1655.0,3.0,1.0,3,113.0
Super built-up  Area,1.0,Whitefield,530.0,1.0,1.0,1,29.44
Super built-up  Area,0.0,Whitefield,905.0,1.0,1.0,1,50.0
Super built-up  Area,0.0,Whitefield,1600.0,3.0,2.0,3,82.0
Plot  Area,0.0,Whitefield,1230.0,4.0,2.0,4,80.0
Super built-up  Area,0.0,Whitefield,630.5,1.0,0.0,1,32.15
Built-up  Area,0.0,Whitefield,905.0,1.0,1.0,1,52.0
Super built-up  Area,1.0,Whitefield,1216.0,2.0,1.0,2,83.0
Super built-up  Area,1.0,Whitefield,4075.0,5.0,3.0,4,226.0
Super built-up  Area,1.0,Whitefield,1216.0,2.0,1.0,2,75.0
Built-up  Area,1.0,Whitefield,4000.0,4.0,3.0,4,380.0
Super built-up  Area,0.0,Whitefield,2856.0,5.0,0.0,4,158.5
Super built-up  Area,0.0,Whitefield,750.0,1.0,1.0,1,51.0
Super built-up  Area,0.0,Whitefield,1173.0,2.0,1.0,2,77.0
Plot  Area,0.0,Whitefield,1200.0,3.0,1.0,3,68.4
Built-up  Area,1.0,Whitefield,3425.0,5.0,2.0,4,250.0
Super built-up  Area,0.0,Whitefield,2173.0,3.0,2.0,3,128.0
Super built-up  Area,0.0,Whitefield,905.0,1.0,1.0,1,62.0
Super built-up  Area,0.0,Whitefield,1320.0,2.0,1.0,2,99.26
Super built-up  Area,1.0,Whitefield,2901.0,4.0,2.0,3,190.0
Super built-up  Area,0.0,Whitefield,1485.0,2.0,1.0,2,96.51
Super built-up  Area,1.0,Whitefield,1755.0,3.0,3.0,3,101.0
Super built-up  Area,1.0,Whitefield,2225.0,3.0,1.0,3,149.0
Super built-up  Area,1.0,Whitefield,1250.0,2.0,2.0,2,82.0
Super built-up  Area,1.0,Whitefield,605.0,1.0,1.0,1,40.0
Built-up  Area,0.0,Whitefield,2210.0,3.0,2.0,3,156.0
Super built-up  Area,0.0,Whitefield,1173.0,2.0,1.0,2,78.2
Super built-up  Area,0.0,Whitefield,1740.0,4.0,3.0,3,130.0
Super built-up  Area,0.0,Whitefield,1655.0,3.0,3.0,3,120.0
Super built-up  Area,1.0,Whitefield,1180.0,2.0,2.0,2,70.0
Super built-up  Area,1.0,Whitefield,2023.0,4.0,2.0,3,130.0
Super built-up  Area,0.0,Whitefield,2134.0,4.0,2.0,3,118.0
Super built-up  Area,0.0,Whitefield,905.0,1.0,1.0,1,60.0
Super built-up  Area,1.0,Whitefield,1452.0,3.0,1.0,3,90.0
Built-up  Area,1.0,Whitefield,2850.0,5.0,0.0,4,240.0
Super built-up  Area,0.0,Whitefield,2830.0,5.0,3.0,4,190.0
Super built-up  Area,1.0,Whitefield,1295.0,2.0,3.0,2,78.5
Super built-up  Area,0.0,Whitefield,840.0,1.0,1.0,1,57.6
Super built-up  Area,0.0,Whitefield,640.0,1.0,0.0,1,19.83
Built-up  Area,0.0,Whitefield,1991.0,3.0,2.0,3,104.0
Built-up  Area,0.0,Whitefield,1655.0,3.0,2.0,3,97.0
Super built-up  Area,1.0,Whitefield,1850.0,3.0,2.0,3,150.0
Plot  Area,0.0,Whitefield,1200.0,3.0,1.0,3,67.77
Built-up  Area,1.0,Whitefield,1290.0,2.0,0.0,2,90.0
Super built-up  Area,0.0,Whitefield,1216.0,2.0,1.0,2,75.0
Super built-up  Area,0.0,Whitefield,1356.0,2.0,1.0,2,94.84
Super built-up  Area,0.0,Whitefield,1338.0,2.0,1.0,2,103.0
Plot  Area,1.0,Whitefield,3450.0,4.0,2.0,3,208.0
Super built-up  Area,1.0,Whitefield,1267.0,2.0,1.0,2,90.33
Plot  Area,0.0,Whitefield,2400.0,4.0,1.0,4,143.0
Super built-up  Area,1.0,Whitefield,1836.0,3.0,2.0,3,125.0
Super built-up  Area,0.0,Whitefield,3596.0,3.0,1.0,3,200.0
Built-up  Area,1.0,Whitefield,1275.0,2.0,3.0,3,65.0
Super built-up  Area,0.0,Whitefield,1216.0,2.0,1.0,2,82.0
Super built-up  Area,1.0,Whitefield,1495.0,3.0,3.0,2,88.0
Super built-up  Area,0.0,Whitefield,1564.0,3.0,1.0,3,103.0
Super built-up  Area,1.0,Whitefield,1585.0,3.0,1.0,3,84.0
Built-up  Area,0.0,Whitefield,1558.0,3.0,2.0,3,90.0
Super built-up  Area,1.0,Whitefield,1704.0,3.0,1.0,3,120.0
Super built-up  Area,1.0,Whitefield,1300.0,2.0,2.0,2,78.0
Super built-up  Area,1.0,Whitefield,1570.0,3.0,3.0,3,88.0
Super built-up  Area,0.0,Whitefield,1216.0,2.0,1.0,2,84.03
Super built-up  Area,0.0,Whitefield,1216.0,2.0,1.0,2,72.5
Super built-up  Area,1.0,Whitefield,2025.0,4.0,2.0,3,115.0
Super built-up  Area,0.0,Whitefield,1346.0,2.0,1.0,3,100.0
Plot  Area,1.0,Whitefield,2990.0,3.0,2.0,4,198.0
Super built-up  Area,1.0,Whitefield,1720.0,3.0,3.0,3,98.97
Super built-up  Area,1.0,Whitefield,1600.0,3.0,2.0,3,95.0
Super built-up  Area,1.0,Whitefield,1655.0,3.0,1.0,3,108.0
Super built-up  Area,1.0,Whitefield,1740.0,3.0,2.0,3,95.0
Super built-up  Area,0.0,Whitefield,1350.0,2.0,1.0,2,88.0
Super built-up  Area,0.0,Whitefield,1216.0,2.0,1.0,2,80.0
Plot  Area,1.0,Whitefield,2900.0,4.0,3.0,4,225.0
Super built-up  Area,0.0,Whitefield,1340.0,2.0,1.0,2,101.0
Plot  Area,0.0,Whitefield,1500.0,3.0,1.0,3,78.57
Super built-up  Area,1.0,Whitefield,1626.0,3.0,3.0,3,85.0
Super built-up  Area,1.0,Whitefield,1100.0,2.0,2.0,2,65.0
Built-up  Area,1.0,Whitefield,1270.0,2.0,2.0,3,65.0
Built-up  Area,0.0,Whitefield,3117.0,3.0,2.0,3,261.0
Built-up  Area,0.0,Whitefield,3150.0,3.0,1.0,3,290.0
Super built-up  Area,0.0,Whitefield,2956.0,5.0,1.0,4,234.0
Super built-up  Area,1.0,Whitefield,2247.0,3.0,1.0,3,145.0
Plot  Area,1.0,Whitefield,3940.0,5.0,3.0,4,265.0
Super built-up  Area,0.0,Whitefield,1180.0,2.0,1.0,2,77.0
Super built-up  Area,0.0,Whitefield,2140.0,3.0,2.0,3,139.0
Super built-up  Area,0.0,Whitefield,1314.0,2.0,1.0,2,84.0
Super built-up  Area,1.0,Whitefield,1431.0,3.0,2.0,3,85.0
Super built-up  Area,0.0,Whitefield,524.0,1.0,1.0,1,29.0
Built-up  Area,0.0,Whitefield,2830.0,4.0,3.0,4,161.0
Super built-up  Area,1.0,Whitefield,2135.0,3.0,2.0,4,149.0
Super built-up  Area,1.0,Whitefield,3075.0,2.0,3.0,4,188.0
Super built-up  Area,1.0,Whitefield,1760.0,3.0,2.0,3,160.0
Super built-up  Area,0.0,Whitefield,1655.0,3.0,2.0,3,110.0
Super built-up  Area,0.0,Whitefield,840.0,1.0,1.0,1,57.0
Super built-up  Area,1.0,Whitefield,1725.0,3.0,2.0,3,106.0
Super built-up  Area,1.0,Whitefield,516.0,1.0,1.0,1,39.0
Built-up  Area,1.0,Whitefield,6000.0,4.0,1.0,4,410.0
Super built-up  Area,0.0,Whitefield,1639.0,3.0,2.0,3,107.0
Built-up  Area,0.0,Whitefield,1820.0,3.0,2.0,3,113.0
Built-up  Area,0.0,Whitefield,3565.0,4.0,0.0,4,218.0
Super built-up  Area,0.0,Whitefield,3410.0,5.0,3.0,4,253.0
Plot  Area,1.0,Whitefield,4500.0,4.0,1.0,4,330.0
Super built-up  Area,1.0,Whitefield,1250.0,2.0,2.0,2,85.0
Super built-up  Area,0.0,Whitefield,1277.0,2.0,1.0,2,77.0
Super built-up  Area,1.0,Whitefield,1820.0,3.0,2.0,3,140.0
Built-up  Area,1.0,Whitefield,3453.0,4.0,2.0,4,247.0
Super built-up  Area,0.0,Whitefield,2280.0,4.0,2.0,3,125.0
Super built-up  Area,0.0,Whitefield,2882.0,5.0,1.0,4,200.0
Super built-up  Area,0.0,Whitefield,1639.5,3.0,0.0,3,92.63
Super built-up  Area,1.0,Whitefield,1190.0,2.0,1.0,2,70.0
Super built-up  Area,1.0,Whitefield,1270.0,2.0,1.0,2,94.0
Super built-up  Area,1.0,Whitefield,1220.0,2.0,1.0,2,89.0
Super built-up  Area,0.0,Whitefield,3758.0,3.0,1.0,3,300.0
Built-up  Area,0.0,Whitefield,1216.0,2.0,1.0,2,72.0
Plot  Area,1.0,Whitefield,5400.0,5.0,3.0,4,475.0
Super built-up  Area,0.0,Whitefield,1396.0,3.0,1.0,3,74.0
Built-up  Area,1.0,Whitefield,1615.0,3.0,0.0,3,96.9
Super built-up  Area,1.0,Whitefield,1200.0,2.0,3.0,2,70.0
Super built-up  Area,0.0,Whitefield,2321.0,4.0,1.0,3,157.0
Super built-up  Area,1.0,Whitefield,1224.0,2.0,2.0,2,75.0
Super built-up  Area,0.0,Whitefield,1655.0,3.0,2.0,3,113.0
Built-up  Area,1.0,Whitefield,4144.0,5.0,1.0,5,331.0
Plot  Area,0.0,Whitefield,1200.0,3.0,2.0,3,67.75
Built-up  Area,1.0,Whitefield,2444.0,4.0,1.0,4,145.0
Built-up  Area,1.0,Whitefield,1270.0,2.0,1.0,2,110.0
Super built-up  Area,1.0,Whitefield,1660.0,3.0,1.0,3,110.0
Super built-up  Area,1.0,Whitefield,1270.0,2.0,1.0,2,105.0
Super built-up  Area,1.0,Whitefield,1362.0,2.0,3.0,2,85.0
Super built-up  Area,1.0,Whitefield,1457.0,2.0,2.0,3,105.0
Super built-up  Area,0.0,Whitefield,1720.0,3.0,2.0,3,128.0
Super built-up  Area,0.0,Whitefield,1564.0,3.0,1.0,3,103.0
Super built-up  Area,1.0,Whitefield,1760.0,3.0,2.0,3,139.0
Super built-up  Area,0.0,Whitefield,613.0,1.0,1.0,1,48.0
Super built-up  Area,1.0,Whitefield,1730.0,3.0,2.0,3,125.0
Super built-up  Area,0.0,Whitefield,877.0,1.0,1.0,1,59.0
Super built-up  Area,1.0,Yelachenahalli,1464.0,2.0,3.0,3,105.0
Super built-up  Area,0.0,Yelachenahalli,2400.0,1.0,1.0,2,150.0
Super built-up  Area,1.0,Yelachenahalli,1700.0,3.0,2.0,3,130.0
Super built-up  Area,1.0,Yelachenahalli,1080.0,2.0,2.0,2,55.0
Super built-up  Area,1.0,Yelachenahalli,1400.0,2.0,3.0,2,78.0
Super built-up  Area,1.0,Yelachenahalli,1330.0,3.0,3.0,3,73.5
Super built-up  Area,1.0,Yelachenahalli,800.0,1.0,1.0,2,30.0
Super built-up  Area,1.0,Yelachenahalli,1100.0,2.0,2.0,2,60.0
Super built-up  Area,1.0,Yelachenahalli,1365.0,2.0,1.0,3,72.0
Built-up  Area,1.0,Yelachenahalli,1103.0,2.0,2.0,2,55.0
Super built-up  Area,1.0,Yelachenahalli,1000.0,2.0,2.0,2,50.0
Super built-up  Area,0.0,Yelahanka,1326.0,2.0,2.0,2,78.0
Super built-up  Area,1.0,Yelahanka,1705.0,3.0,2.0,3,95.0
Super built-up  Area,1.0,Yelahanka,1234.0,2.0,2.0,2,80.0
Super built-up  Area,1.0,Yelahanka,1315.0,2.0,2.0,2,85.0
Super built-up  Area,1.0,Yelahanka,1170.0,2.0,1.0,2,62.5
Super built-up  Area,0.0,Yelahanka,697.0,1.0,0.0,1,45.0
Built-up  Area,1.0,Yelahanka,2195.0,4.0,2.0,3,127.0
Super built-up  Area,1.0,Yelahanka,1614.0,3.0,2.0,3,95.0
Super built-up  Area,1.0,Yelahanka,628.0,1.0,1.0,1,24.0
Super built-up  Area,1.0,Yelahanka,654.0,1.0,1.0,1,38.4
Super built-up  Area,0.0,Yelahanka,1825.0,3.0,1.0,3,105.0
Super built-up  Area,1.0,Yelahanka,1603.0,3.0,2.0,3,96.0
Super built-up  Area,0.0,Yelahanka,1304.0,2.0,1.0,2,79.0
Super built-up  Area,0.0,Yelahanka,1517.0,3.0,2.0,3,76.3
Super built-up  Area,1.0,Yelahanka,1327.0,2.0,3.0,2,85.0
Super built-up  Area,1.0,Yelahanka,1566.0,3.0,2.0,3,97.0
Super built-up  Area,1.0,Yelahanka,1270.0,2.0,2.0,2,78.0
Super built-up  Area,0.0,Yelahanka,1400.0,2.0,2.0,3,80.54
Super built-up  Area,1.0,Yelahanka,1322.0,2.0,2.0,2,86.0
Super built-up  Area,1.0,Yelahanka,1100.0,2.0,1.0,2,70.0
Plot  Area,1.0,Yelahanka,1200.0,2.0,1.0,2,70.0
Built-up  Area,1.0,Yelahanka,4000.0,5.0,2.0,5,220.0
Plot  Area,1.0,Yelahanka,2675.0,4.0,2.0,4,140.0
Super built-up  Area,0.0,Yelahanka,654.0,1.0,1.0,1,37.0
Built-up  Area,1.0,Yelahanka,1465.0,3.0,2.0,3,80.01
Super built-up  Area,1.0,Yelahanka,1692.0,3.0,2.0,3,83.0
Super built-up  Area,0.0,Yelahanka,2145.0,3.0,3.0,3,125.0
Super built-up  Area,1.0,Yelahanka,1322.0,2.0,2.0,2,75.0
Super built-up  Area,0.0,Yelahanka,602.0,1.0,1.0,1,26.0
Super built-up  Area,1.0,Yelahanka,1100.0,2.0,1.0,2,60.0
Super built-up  Area,1.0,Yelahanka,1614.0,2.0,1.0,3,100.0
Super built-up  Area,0.0,Yelahanka,1890.0,3.0,2.0,3,108.0
Super built-up  Area,1.0,Yelahanka,1556.0,3.0,2.0,3,86.0
Super built-up  Area,1.0,Yelahanka,1610.0,4.0,2.0,3,85.0
Super built-up  Area,0.0,Yelahanka,1859.0,3.0,1.0,3,108.0
Super built-up  Area,1.0,Yelahanka,1322.0,2.0,2.0,2,80.0
Super built-up  Area,1.0,Yelahanka,2600.0,4.0,3.0,4,175.0
Super built-up  Area,1.0,Yelahanka,1305.0,2.0,1.0,2,78.0
Super built-up  Area,0.0,Yelahanka,1711.0,3.0,3.0,3,85.61
Built-up  Area,1.0,Yelahanka,1315.0,2.0,3.0,2,75.0
Built-up  Area,1.0,Yelahanka,3600.0,6.0,1.0,6,200.0
Built-up  Area,1.0,Yelahanka,1650.0,3.0,3.0,3,105.0
Built-up  Area,1.0,Yelahanka,3990.0,4.0,1.0,4,260.0
Built-up  Area,1.0,Yelahanka,1620.0,3.0,2.0,3,90.0
Super built-up  Area,0.0,Yelahanka,654.0,1.0,1.0,1,36.25
Super built-up  Area,1.0,Yelahanka,1614.0,3.0,2.0,3,93.0
Super built-up  Area,1.0,Yelahanka,694.0,1.0,0.0,1,30.84
Super built-up  Area,1.0,Yelahanka,1115.0,2.0,2.0,2,60.0
Super built-up  Area,1.0,Yelahanka,2317.0,4.0,3.0,3,140.0
Super built-up  Area,1.0,Yelahanka,1653.0,3.0,3.0,3,93.0
Super built-up  Area,1.0,Yelahanka,654.0,1.0,1.0,1,38.0
Super built-up  Area,1.0,Yelahanka,1445.0,2.0,2.0,2,82.0
Super built-up  Area,1.0,Yelahanka,602.0,1.0,1.0,1,38.0
Super built-up  Area,1.0,Yelahanka,697.0,1.0,1.0,1,35.0
Super built-up  Area,0.0,Yelahanka,682.0,1.0,1.0,1,36.23
Built-up  Area,1.0,Yelahanka,1560.0,2.0,2.0,3,98.0
Super built-up  Area,1.0,Yelahanka,1780.0,3.0,2.0,3,107.0
Built-up  Area,1.0,Yelahanka,1342.0,2.0,2.0,3,75.0
Super built-up  Area,0.0,Yelahanka,1823.0,3.0,2.0,3,103.0
Super built-up  Area,0.0,Yelahanka,1792.0,3.0,1.0,3,104.0
Super built-up  Area,1.0,Yelahanka,1304.0,2.0,1.0,2,69.97
Super built-up  Area,1.0,Yelahanka,1300.0,2.0,2.0,2,69.23
Super built-up  Area,1.0,Yelahanka,1705.0,3.0,1.0,3,91.0
Super built-up  Area,0.0,Yelahanka,1835.0,3.0,1.0,3,108.0
Built-up  Area,0.0,Yelahanka,1847.0,3.0,3.0,3,92.0
